[Header]
Data File Name	E:\10.10.2022_2022-10-10 Wucherung 1h 50ml$min_01.qgd
Output Date	10.10.2022
Output Time	14:22:58

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	100
# of Points	7032
Start Time(min)	2.000
End Time(min)	13.718
Ret.Time	Absolute Intensity	Relative Intensity
10.308	15949	0.42
10.310	14372	0.38
10.312	13558	0.36
10.313	14181	0.37
10.315	15438	0.41
10.317	16371	0.43
10.318	17124	0.45
10.320	16971	0.45
10.322	15800	0.42
10.323	16003	0.42
10.325	16622	0.44
10.327	16173	0.43
10.328	15900	0.42
10.330	16756	0.44
10.332	18137	0.48
10.333	18407	0.48
10.335	18241	0.48
10.337	18557	0.49
10.338	19714	0.52
10.340	18941	0.50
10.342	17033	0.45
10.343	16751	0.44
10.345	16980	0.45
10.347	17308	0.46
10.348	17081	0.45
10.350	16098	0.42
10.352	15494	0.41
10.353	14916	0.39
10.355	14483	0.38
10.357	14377	0.38
10.358	14497	0.38
10.360	15461	0.41
10.362	15644	0.41
10.363	14820	0.39
10.365	14708	0.39
10.367	15141	0.40
10.368	15552	0.41
10.370	16320	0.43
10.372	17764	0.47
10.373	18453	0.49
10.375	19140	0.50
10.377	18321	0.48
10.378	16111	0.42
10.380	14852	0.39
10.382	16123	0.42
10.383	17144	0.45
10.385	17978	0.47
10.387	18452	0.49
10.388	18848	0.50
10.390	17937	0.47
10.392	17055	0.45
10.393	17051	0.45
10.395	17247	0.45
10.397	18372	0.48
10.398	19291	0.51
10.400	19373	0.51
10.402	18712	0.49
10.403	17449	0.46
10.405	16191	0.43
10.407	16483	0.43
10.408	15871	0.42
10.410	14299	0.38
10.412	15761	0.41
10.413	16873	0.44
10.415	15537	0.41
10.417	14630	0.38
10.418	15847	0.42
10.420	16688	0.44
10.422	16015	0.42
10.423	14392	0.38
10.425	14876	0.39
10.427	16551	0.44
10.428	16181	0.43
10.430	17054	0.45
10.432	19212	0.51
10.433	19309	0.51
10.435	19004	0.50
10.437	18588	0.49
10.438	19397	0.51
10.440	21446	0.56
10.442	22134	0.58
10.443	22613	0.59
10.445	22669	0.60
10.447	21224	0.56
10.448	21511	0.57
10.450	21559	0.57
10.452	19598	0.52
10.453	17721	0.47
10.455	17224	0.45
10.457	18342	0.48
10.458	19026	0.50
10.460	18093	0.48
10.462	16577	0.44
10.463	15480	0.41
10.465	14023	0.37
10.467	14903	0.39
10.468	15709	0.41
10.470	17039	0.45
10.472	17886	0.47
10.473	19669	0.52
10.475	19531	0.51
10.477	18739	0.49
10.478	17580	0.46
10.480	15384	0.40
10.482	14385	0.38
10.483	14525	0.38
10.485	14800	0.39
10.487	15045	0.40
10.488	15774	0.41
10.490	17137	0.45
10.492	17815	0.47
10.493	18159	0.48
10.495	18976	0.50
10.497	20303	0.53
10.498	22210	0.58
10.500	22447	0.59
10.502	20312	0.53
10.503	20320	0.53
10.505	21047	0.55
10.507	20572	0.54
10.508	21593	0.57
10.510	23551	0.62
10.512	24889	0.65
10.513	24680	0.65
10.515	22548	0.59
10.517	20452	0.54
10.518	19513	0.51
10.520	20107	0.53
10.522	19967	0.53
10.523	18668	0.49
10.525	18303	0.48
10.527	18394	0.48
10.528	19066	0.50
10.530	19344	0.51
10.532	19112	0.50
10.533	18633	0.49
10.535	18916	0.50
10.537	19014	0.50
10.538	20358	0.54
10.540	21167	0.56
10.542	20881	0.55
10.543	20209	0.53
10.545	19756	0.52
10.547	20700	0.54
10.548	21876	0.58
10.550	21933	0.58
10.552	21121	0.56
10.553	19807	0.52
10.555	19726	0.52
10.557	20534	0.54
10.558	21300	0.56
10.560	21354	0.56
10.562	21412	0.56
10.563	20351	0.54
10.565	18429	0.48
10.567	19262	0.51
10.568	18962	0.50
10.570	19269	0.51
10.572	20014	0.53
10.573	19970	0.53
10.575	18346	0.48
10.577	17032	0.45
10.578	17287	0.45
10.580	17107	0.45
10.582	17487	0.46
10.583	18876	0.50
10.585	20229	0.53
10.587	20514	0.54
10.588	19990	0.53
10.590	20409	0.54
10.592	21726	0.57
10.593	19646	0.52
10.595	18431	0.48
10.597	19134	0.50
10.598	20598	0.54
10.600	20954	0.55
10.602	20497	0.54
10.603	19429	0.51
10.605	19035	0.50
10.607	18457	0.49
10.608	18464	0.49
10.610	19239	0.51
10.612	18714	0.49
10.613	17156	0.45
10.615	15980	0.42
10.617	15488	0.41
10.618	15535	0.41
10.620	16437	0.43
10.622	17087	0.45
10.623	16338	0.43
10.625	15959	0.42
10.627	17016	0.45
10.628	16507	0.43
10.630	19707	0.52
10.632	23732	0.62
10.633	30038	0.79
10.635	42622	1.12
10.637	59177	1.56
10.638	80152	2.11
10.640	114048	3.00
10.642	160479	4.22
10.643	221973	5.84
10.645	299792	7.88
10.647	382301	10.05
10.648	458981	12.07
10.650	519645	13.67
10.652	548107	14.42
10.653	552766	14.54
10.655	539345	14.19
10.657	503844	13.25
10.658	452527	11.90
10.660	394109	10.37
10.662	337324	8.87
10.663	287734	7.57
10.665	240992	6.34
10.667	198613	5.22
10.668	163830	4.31
10.670	137118	3.61
10.672	118450	3.12
10.673	105746	2.78
10.675	94430	2.48
10.677	85008	2.24
10.678	78034	2.05
10.680	72119	1.90
10.682	65966	1.73
10.683	60847	1.60
10.685	57695	1.52
10.687	55427	1.46
10.688	52323	1.38
10.690	48719	1.28
10.692	45040	1.18
10.693	43850	1.15
10.695	43848	1.15
10.697	43433	1.14
10.698	41970	1.10
10.700	39067	1.03
10.702	37909	1.00
10.703	37671	0.99
10.705	35630	0.94
10.707	33511	0.88
10.708	31755	0.84
10.710	29049	0.76
10.712	28414	0.75
10.713	28851	0.76
10.715	27410	0.72
10.717	26098	0.69
10.718	27151	0.71
10.720	26674	0.70
10.722	24723	0.65
10.723	23391	0.62
10.725	23548	0.62
10.727	23830	0.63
10.728	23111	0.61
10.730	22768	0.60
10.732	23497	0.62
10.733	25464	0.67
10.735	24469	0.64
10.737	22758	0.60
10.738	23041	0.61
10.740	24484	0.64
10.742	23691	0.62
10.743	22979	0.60
10.745	23533	0.62
10.747	24588	0.65
10.748	22779	0.60
10.750	22432	0.59
10.752	22657	0.60
10.753	22235	0.58
10.755	21197	0.56
10.757	20375	0.54
10.758	18290	0.48
10.760	18010	0.47
10.762	18726	0.49
10.763	18513	0.49
10.765	17241	0.45
10.767	15992	0.42
10.768	16840	0.44
10.770	17827	0.47
10.772	17409	0.46
10.773	16150	0.42
10.775	16169	0.43
10.777	15683	0.41
10.778	15597	0.41
10.780	16522	0.43
10.782	17602	0.46
10.783	18107	0.48
10.785	16959	0.45
10.787	16322	0.43
10.788	16110	0.42
10.790	16367	0.43
10.792	16195	0.43
10.793	18262	0.48
10.795	18768	0.49
10.797	17496	0.46
10.798	17042	0.45
10.800	18040	0.47
10.802	18097	0.48
10.803	17724	0.47
10.805	18593	0.49
10.807	18429	0.48
10.808	17371	0.46
10.810	17563	0.46
10.812	17608	0.46
10.813	17494	0.46
10.815	18197	0.48
10.817	17141	0.45
10.818	14952	0.39
10.820	14635	0.38
10.822	14960	0.39
10.823	14534	0.38
10.825	14730	0.39
10.827	15159	0.40
10.828	15056	0.40
10.830	15871	0.42
10.832	15567	0.41
10.833	16333	0.43
10.835	15311	0.40
10.837	15300	0.40
10.838	16399	0.43
10.840	18558	0.49
10.842	19057	0.50
10.843	19098	0.50
10.845	20188	0.53
10.847	22805	0.60
10.848	24329	0.64
10.850	24593	0.65
10.852	24369	0.64
10.853	23027	0.61
10.855	20838	0.55
10.857	20373	0.54
10.858	22104	0.58
10.860	22014	0.58
10.862	20707	0.54
10.863	21384	0.56
10.865	21819	0.57
10.867	20456	0.54
10.868	19391	0.51
10.870	17412	0.46
10.872	19260	0.51
10.873	20423	0.54
10.875	19614	0.52
10.877	18876	0.50
10.878	19351	0.51
10.880	18880	0.50
10.882	17264	0.45
10.883	16090	0.42
10.885	16511	0.43
10.887	17264	0.45
10.888	18005	0.47
10.890	18216	0.48
10.892	17407	0.46
10.893	16936	0.45
10.895	18531	0.49
10.897	19294	0.51
10.898	21543	0.57
10.900	22357	0.59
10.902	24245	0.64
10.903	25907	0.68
10.905	25966	0.68
10.907	25254	0.66
10.908	25543	0.67
10.910	26973	0.71
10.912	28584	0.75
10.913	30028	0.79
10.915	30004	0.79
10.917	28338	0.75
10.918	25632	0.67
10.920	23377	0.61
10.922	23715	0.62
10.923	23769	0.63
10.925	21604	0.57
10.927	21315	0.56
10.928	22707	0.60
10.930	22121	0.58
10.932	20988	0.55
10.933	20403	0.54
10.935	21331	0.56
10.937	21820	0.57
10.938	21617	0.57
10.940	22197	0.58
10.942	23358	0.61
10.943	22420	0.59
10.945	20783	0.55
10.947	21053	0.55
10.948	21021	0.55
10.950	20681	0.54
10.952	21465	0.56
10.953	21294	0.56
10.955	19239	0.51
10.957	17860	0.47
10.958	17212	0.45
10.960	17819	0.47
10.962	18849	0.50
10.963	20649	0.54
10.965	20280	0.53
10.967	18505	0.49
10.968	18623	0.49
10.970	19390	0.51
10.972	20082	0.53
10.973	19708	0.52
10.975	20223	0.53
10.977	20536	0.54
10.978	20446	0.54
10.980	20354	0.54
10.982	19767	0.52
10.983	17632	0.46
10.985	20064	0.53
10.987	20857	0.55
10.988	19218	0.51
10.990	17545	0.46
10.992	17361	0.46
10.993	18365	0.48
10.995	18663	0.49
10.997	17176	0.45
10.998	17377	0.46
11.000	19216	0.51
11.002	18793	0.49
11.003	17913	0.47
11.005	18086	0.48
11.007	18230	0.48
11.008	18068	0.48
11.010	18120	0.48
11.012	19721	0.52
11.013	22135	0.58
11.015	21597	0.57
11.017	18969	0.50
11.018	18805	0.49
11.020	20265	0.53
11.022	20597	0.54
11.023	20129	0.53
11.025	19556	0.51
11.027	18403	0.48
11.028	19386	0.51
11.030	19646	0.52
11.032	19073	0.50
11.033	19399	0.51
11.035	21092	0.55
11.037	22690	0.60
11.038	23935	0.63
11.040	26126	0.69
11.042	28150	0.74
11.043	28566	0.75
11.045	29379	0.77
11.047	32271	0.85
11.048	35528	0.93
11.050	36227	0.95
11.052	34770	0.91
11.053	35085	0.92
11.055	36423	0.96
11.057	35712	0.94
11.058	33045	0.87
11.060	30708	0.81
11.062	28279	0.74
11.063	25129	0.66
11.065	23341	0.61
11.067	22147	0.58
11.068	22231	0.58
11.070	20325	0.53
11.072	21599	0.57
11.073	21060	0.55
11.075	19670	0.52
11.077	18992	0.50
11.078	17027	0.45
11.080	17491	0.46
11.082	20765	0.55
11.083	21894	0.58
11.085	21215	0.56
11.087	20344	0.54
11.088	20859	0.55
11.090	22064	0.58
11.092	22122	0.58
11.093	21481	0.56
11.095	20201	0.53
11.097	19420	0.51
11.098	19016	0.50
11.100	18113	0.48
11.102	17883	0.47
11.103	18268	0.48
11.105	17841	0.47
11.107	15983	0.42
11.108	16880	0.44
11.110	17842	0.47
11.112	18559	0.49
11.113	18421	0.48
11.115	16623	0.44
11.117	15286	0.40
11.118	15492	0.41
11.120	16416	0.43
11.122	17618	0.46
11.123	17706	0.47
11.125	17080	0.45
11.127	19805	0.52
11.128	20685	0.54
11.130	22204	0.58
11.132	24187	0.64
11.133	25198	0.66
11.135	27957	0.74
11.137	33241	0.87
11.138	37226	0.98
11.140	39474	1.04
11.142	40825	1.07
11.143	40218	1.06
11.145	38207	1.00
11.147	39959	1.05
11.148	40728	1.07
11.150	38093	1.00
11.152	34203	0.90
11.153	32049	0.84
11.155	30252	0.80
11.157	28501	0.75
11.158	25518	0.67
11.160	22456	0.59
11.162	21238	0.56
11.163	19449	0.51
11.165	20657	0.54
11.167	20022	0.53
11.168	18148	0.48
11.170	16918	0.44
11.172	17347	0.46
11.173	17933	0.47
11.175	17264	0.45
11.177	16764	0.44
11.178	16365	0.43
11.180	15586	0.41
11.182	16657	0.44
11.183	17827	0.47
11.185	19903	0.52
11.187	21308	0.56
11.188	19869	0.52
11.190	17222	0.45
11.192	17533	0.46
11.193	17406	0.46
11.195	18582	0.49
11.197	19791	0.52
11.198	19772	0.52
11.200	19533	0.51
11.202	20332	0.53
11.203	21568	0.57
11.205	21980	0.58
11.207	22161	0.58
11.208	21552	0.57
11.210	19907	0.52
11.212	20627	0.54
11.213	22866	0.60
11.215	24035	0.63
11.217	23609	0.62
11.218	24248	0.64
11.220	24398	0.64
11.222	24008	0.63
11.223	23190	0.61
11.225	23978	0.63
11.227	23742	0.62
11.228	23188	0.61
11.230	23974	0.63
11.232	22674	0.60
11.233	20333	0.53
11.235	19363	0.51
11.237	19909	0.52
11.238	20828	0.55
11.240	20363	0.54
11.242	18098	0.48
11.243	17463	0.46
11.245	18539	0.49
11.247	18935	0.50
11.248	18517	0.49
11.250	17885	0.47
11.252	16846	0.44
11.253	17449	0.46
11.255	18022	0.47
11.257	18369	0.48
11.258	18196	0.48
11.260	16973	0.45
11.262	15824	0.42
11.263	15254	0.40
11.265	17174	0.45
11.267	19042	0.50
11.268	19550	0.51
11.270	19293	0.51
11.272	18221	0.48
11.273	17722	0.47
11.275	17441	0.46
11.277	17427	0.46
11.278	19703	0.52
11.280	21379	0.56
11.282	20535	0.54
11.283	20005	0.53
11.285	19825	0.52
11.287	20398	0.54
11.288	20701	0.54
11.290	20265	0.53
11.292	19532	0.51
11.293	19152	0.50
11.295	21406	0.56
11.297	23559	0.62
11.298	22974	0.60
11.300	21446	0.56
11.302	21067	0.55
11.303	20947	0.55
11.305	20496	0.54
11.307	20288	0.53
11.308	20185	0.53
11.310	20524	0.54
11.312	21408	0.56
11.313	21562	0.57
11.315	21700	0.57
11.317	20285	0.53
11.318	18291	0.48
11.320	18744	0.49
11.322	20325	0.53
11.323	18909	0.50
11.325	17681	0.47
11.327	17636	0.46
11.328	17253	0.45
11.330	16976	0.45
11.332	16444	0.43
11.333	15992	0.42
11.335	16404	0.43
11.337	16764	0.44
11.338	16244	0.43
11.340	17108	0.45
11.342	19294	0.51
11.343	20788	0.55
11.345	20835	0.55
11.347	18565	0.49
11.348	16208	0.43
11.350	17849	0.47
11.352	18366	0.48
11.353	17301	0.46
11.355	17158	0.45
11.357	17915	0.47
11.358	19128	0.50
11.360	19590	0.52
11.362	19301	0.51
11.363	19586	0.52
11.365	19615	0.52
11.367	18540	0.49
11.368	18312	0.48
11.370	17657	0.46
11.372	17533	0.46
11.373	17259	0.45
11.375	18843	0.50
11.377	19963	0.53
11.378	20178	0.53
11.380	20410	0.54
11.382	19844	0.52
11.383	19341	0.51
11.385	19773	0.52
11.387	20526	0.54
11.388	20862	0.55
11.390	20544	0.54
11.392	18122	0.48
11.393	16597	0.44
11.395	18590	0.49
11.397	19771	0.52
11.398	17517	0.46
11.400	17041	0.45
11.402	17251	0.45
11.403	17731	0.47
11.405	18495	0.49
11.407	17462	0.46
11.408	15738	0.41
11.410	16659	0.44
11.412	17821	0.47
11.413	17893	0.47
11.415	18295	0.48
11.417	19332	0.51
11.418	20278	0.53
11.420	21266	0.56
11.422	20707	0.54
11.423	19708	0.52
11.425	19539	0.51
11.427	19463	0.51
11.428	20039	0.53
11.430	21351	0.56
11.432	22019	0.58
11.433	20914	0.55
11.435	19775	0.52
11.437	19793	0.52
11.438	19659	0.52
11.440	19705	0.52
11.442	20613	0.54
11.443	20088	0.53
11.445	19130	0.50
11.447	18888	0.50
11.448	17458	0.46
11.450	17088	0.45
11.452	18481	0.49
11.453	19321	0.51
11.455	19594	0.52
11.457	20199	0.53
11.458	19556	0.51
11.460	18869	0.50
11.462	17801	0.47
11.463	18737	0.49
11.465	19549	0.51
11.467	19122	0.50
11.468	17611	0.46
11.470	17087	0.45
11.472	17072	0.45
11.473	17435	0.46
11.475	18704	0.49
11.477	19222	0.51
11.478	19152	0.50
11.480	19238	0.51
11.482	19639	0.52
11.483	20303	0.53
11.485	21334	0.56
11.487	21331	0.56
11.488	20189	0.53
11.490	20948	0.55
11.492	21678	0.57
11.493	21335	0.56
11.495	21136	0.56
11.497	21649	0.57
11.498	23070	0.61
11.500	20597	0.54
11.502	19483	0.51
11.503	21315	0.56
11.505	21171	0.56
11.507	19439	0.51
11.508	19354	0.51
11.510	19826	0.52
11.512	19030	0.50
11.513	18087	0.48
11.515	18051	0.47
11.517	17545	0.46
11.518	16098	0.42
11.520	17727	0.47
11.522	18517	0.49
11.523	18475	0.49
11.525	18920	0.50
11.527	18476	0.49
11.528	18311	0.48
11.530	18299	0.48
11.532	15837	0.42
11.533	15844	0.42
11.535	16264	0.43
11.537	17141	0.45
11.538	16343	0.43
11.540	15932	0.42
11.542	16257	0.43
11.543	16515	0.43
11.545	17777	0.47
11.547	16478	0.43
11.548	16709	0.44
11.550	17071	0.45
11.552	16411	0.43
11.553	15658	0.41
11.555	14825	0.39
11.557	14545	0.38
11.558	14855	0.39
11.560	14912	0.39
11.562	15320	0.40
11.563	15758	0.41
11.565	15153	0.40
11.567	14606	0.38
11.568	15373	0.40
11.570	15823	0.42
11.572	14776	0.39
11.573	13924	0.37
11.575	13547	0.36
11.577	13707	0.36
11.578	15528	0.41
11.580	17336	0.46
11.582	17331	0.46
11.583	16309	0.43
11.585	16793	0.44
11.587	16775	0.44
11.588	16306	0.43
11.590	16286	0.43
11.592	17509	0.46
11.593	17920	0.47
11.595	17335	0.46
11.597	17023	0.45
11.598	17374	0.46
11.600	16884	0.44
11.602	17462	0.46
11.603	18670	0.49
11.605	19785	0.52
11.607	19197	0.50
11.608	17778	0.47
11.610	16801	0.44
11.612	16459	0.43
11.613	17299	0.45
11.615	18122	0.48
11.617	18301	0.48
11.618	18437	0.48
11.620	15715	0.41
11.622	14605	0.38
11.623	15110	0.40
11.625	15176	0.40
11.627	14619	0.38
11.628	16360	0.43
11.630	18591	0.49
11.632	19052	0.50
11.633	18274	0.48
11.635	18029	0.47
11.637	18755	0.49
11.638	17071	0.45
11.640	16368	0.43
11.642	18763	0.49
11.643	20228	0.53
11.645	19999	0.53
11.647	21101	0.55
11.648	18783	0.49
11.650	18664	0.49
11.652	18853	0.50
11.653	18303	0.48
11.655	17705	0.47
11.657	18636	0.49
11.658	20758	0.55
11.660	21021	0.55
11.662	19173	0.50
11.663	17786	0.47
11.665	18491	0.49
11.667	18346	0.48
11.668	16512	0.43
11.670	16031	0.42
11.672	17875	0.47
11.673	19289	0.51
11.675	19192	0.50
11.677	20071	0.53
11.678	19894	0.52
11.680	19805	0.52
11.682	19133	0.50
11.683	18568	0.49
11.685	18694	0.49
11.687	19610	0.52
11.688	20660	0.54
11.690	20627	0.54
11.692	21176	0.56
11.693	21886	0.58
11.695	21798	0.57
11.697	23684	0.62
11.698	25994	0.68
11.700	26993	0.71
11.702	27544	0.72
11.703	28106	0.74
11.705	28963	0.76
11.707	28664	0.75
11.708	29613	0.78
11.710	30892	0.81
11.712	30105	0.79
11.713	28229	0.74
11.715	27830	0.73
11.717	27876	0.73
11.718	27554	0.72
11.720	26393	0.69
11.722	24590	0.65
11.723	24711	0.65
11.725	26502	0.70
11.727	25845	0.68
11.728	24848	0.65
11.730	26650	0.70
11.732	27679	0.73
11.733	27180	0.71
11.735	27635	0.73
11.737	27350	0.72
11.738	26174	0.69
11.740	26830	0.71
11.742	26908	0.71
11.743	25720	0.68
11.745	25441	0.67
11.747	26587	0.70
11.748	25485	0.67
11.750	24786	0.65
11.752	24068	0.63
11.753	22871	0.60
11.755	22691	0.60
11.757	25035	0.66
11.758	26059	0.69
11.760	25317	0.67
11.762	25355	0.67
11.763	25275	0.66
11.765	24480	0.64
11.767	24209	0.64
11.768	24518	0.64
11.770	24964	0.66
11.772	24570	0.65
11.773	23942	0.63
11.775	23279	0.61
11.777	22693	0.60
11.778	22480	0.59
11.780	23211	0.61
11.782	23623	0.62
11.783	22662	0.60
11.785	22894	0.60
11.787	21774	0.57
11.788	20780	0.55
11.790	20454	0.54
11.792	20759	0.55
11.793	20124	0.53
11.795	21052	0.55
11.797	21193	0.56
11.798	21929	0.58
11.800	21848	0.57
11.802	20448	0.54
11.803	19094	0.50
11.805	19715	0.52
11.807	20375	0.54
11.808	21558	0.57
11.810	22476	0.59
11.812	20951	0.55
11.813	19902	0.52
11.815	20251	0.53
11.817	19792	0.52
11.818	19332	0.51
11.820	20061	0.53
11.822	20897	0.55
11.823	21797	0.57
11.825	21910	0.58
11.827	20502	0.54
11.828	19559	0.51
11.830	19694	0.52
11.832	18033	0.47
11.833	15419	0.41
11.835	15495	0.41
11.837	18531	0.49
11.838	19634	0.52
11.840	19080	0.50
11.842	17156	0.45
11.843	18074	0.48
11.845	19619	0.52
11.847	20850	0.55
11.848	20461	0.54
11.850	19223	0.51
11.852	18795	0.49
11.853	20531	0.54
11.855	21563	0.57
11.857	19650	0.52
11.858	18585	0.49
11.860	19691	0.52
11.862	20233	0.53
11.863	21191	0.56
11.865	22775	0.60
11.867	23283	0.61
11.868	23411	0.62
11.870	22920	0.60
11.872	19920	0.52
11.873	17754	0.47
11.875	18197	0.48
11.877	20766	0.55
11.878	20320	0.53
11.880	20046	0.53
11.882	20757	0.55
11.883	21270	0.56
11.885	20923	0.55
11.887	18961	0.50
11.888	16479	0.43
11.890	16545	0.44
11.892	16554	0.44
11.893	18089	0.48
11.895	18797	0.49
11.897	19640	0.52
11.898	20159	0.53
11.900	20279	0.53
11.902	19122	0.50
11.903	20286	0.53
11.905	22379	0.59
11.907	21562	0.57
11.908	21850	0.57
11.910	21195	0.56
11.912	21924	0.58
11.913	24857	0.65
11.915	29567	0.78
11.917	34318	0.90
11.918	40677	1.07
11.920	46067	1.21
11.922	47585	1.25
11.923	47676	1.25
11.925	50822	1.34
11.927	54967	1.45
11.928	55545	1.46
11.930	53044	1.40
11.932	49351	1.30
11.933	46918	1.23
11.935	44250	1.16
11.937	42659	1.12
11.938	39745	1.05
11.940	35357	0.93
11.942	32633	0.86
11.943	31876	0.84
11.945	32668	0.86
11.947	32781	0.86
11.948	31910	0.84
11.950	30823	0.81
11.952	30116	0.79
11.953	29181	0.77
11.955	28953	0.76
11.957	28800	0.76
11.958	29876	0.79
11.960	30073	0.79
11.962	29319	0.77
11.963	27813	0.73
11.965	26931	0.71
11.967	25831	0.68
11.968	24514	0.64
11.970	24479	0.64
11.972	24612	0.65
11.973	23337	0.61
11.975	22489	0.59
11.977	23116	0.61
11.978	24793	0.65
11.980	25311	0.67
11.982	23375	0.61
11.983	22155	0.58
11.985	20533	0.54
11.987	22073	0.58
11.988	24122	0.63
11.990	24781	0.65
11.992	24659	0.65
11.993	24580	0.65
11.995	24920	0.66
11.997	23625	0.62
11.998	22264	0.59
12.000	22228	0.58
12.002	22546	0.59
12.003	23310	0.61
12.005	23403	0.62
12.007	23348	0.61
12.008	22754	0.60
12.010	23336	0.61
12.012	24045	0.63
12.013	23324	0.61
12.015	22925	0.60
12.017	22898	0.60
12.018	22910	0.60
12.020	23774	0.63
12.022	24343	0.64
12.023	24365	0.64
12.025	24816	0.65
12.027	24980	0.66
12.028	25611	0.67
12.030	25423	0.67
12.032	23951	0.63
12.033	23032	0.61
12.035	23407	0.62
12.037	23508	0.62
12.038	21980	0.58
12.040	21693	0.57
12.042	21864	0.58
12.043	23369	0.61
12.045	23145	0.61
12.047	23307	0.61
12.048	22524	0.59
12.050	20500	0.54
12.052	18843	0.50
12.053	19880	0.52
12.055	20762	0.55
12.057	20987	0.55
12.058	21560	0.57
12.060	22474	0.59
12.062	22711	0.60
12.063	22151	0.58
12.065	20826	0.55
12.067	20940	0.55
12.068	21401	0.56
12.070	22280	0.59
12.072	22897	0.60
12.073	23640	0.62
12.075	23335	0.61
12.077	21784	0.57
12.078	20471	0.54
12.080	19706	0.52
12.082	20874	0.55
12.083	23113	0.61
12.085	24457	0.64
12.087	23085	0.61
12.088	21169	0.56
12.090	21735	0.57
12.092	21895	0.58
12.093	21623	0.57
12.095	21651	0.57
12.097	23411	0.62
12.098	24124	0.63
12.100	23319	0.61
12.102	22098	0.58
12.103	21276	0.56
12.105	23016	0.61
12.107	24845	0.65
12.108	26093	0.69
12.110	26376	0.69
12.112	25649	0.67
12.113	24507	0.64
12.115	25258	0.66
12.117	25946	0.68
12.118	25312	0.67
12.120	26219	0.69
12.122	26349	0.69
12.123	26458	0.70
12.125	26237	0.69
12.127	24185	0.64
12.128	23490	0.62
12.130	25575	0.67
12.132	28145	0.74
12.133	28264	0.74
12.135	28992	0.76
12.137	30137	0.79
12.138	28866	0.76
12.140	27419	0.72
12.142	26593	0.70
12.143	26562	0.70
12.145	27330	0.72
12.147	27013	0.71
12.148	25915	0.68
12.150	26068	0.69
12.152	26279	0.69
12.153	25310	0.67
12.155	25484	0.67
12.157	27179	0.71
12.158	27159	0.71
12.160	26897	0.71
12.162	27334	0.72
12.163	26729	0.70
12.165	26454	0.70
12.167	25260	0.66
12.168	23322	0.61
12.170	24397	0.64
12.172	24842	0.65
12.173	23922	0.63
12.175	24074	0.63
12.177	23932	0.63
12.178	23095	0.61
12.180	23301	0.61
12.182	24766	0.65
12.183	25059	0.66
12.185	24198	0.64
12.187	25781	0.68
12.188	27224	0.72
12.190	26487	0.70
12.192	25674	0.68
12.193	26730	0.70
12.195	26945	0.71
12.197	26849	0.71
12.198	28185	0.74
12.200	28674	0.75
12.202	26095	0.69
12.203	25192	0.66
12.205	23765	0.63
12.207	24371	0.64
12.208	24717	0.65
12.210	23181	0.61
12.212	21789	0.57
12.213	23303	0.61
12.215	21950	0.58
12.217	23215	0.61
12.218	22305	0.59
12.220	22297	0.59
12.222	23584	0.62
12.223	24695	0.65
12.225	23525	0.62
12.227	23311	0.61
12.228	22533	0.59
12.230	21979	0.58
12.232	22046	0.58
12.233	23265	0.61
12.235	24844	0.65
12.237	25292	0.67
12.238	24468	0.64
12.240	25088	0.66
12.242	26342	0.69
12.243	27139	0.71
12.245	27379	0.72
12.247	27631	0.73
12.248	25100	0.66
12.250	25396	0.67
12.252	27324	0.72
12.253	27468	0.72
12.255	25884	0.68
12.257	23323	0.61
12.258	22092	0.58
12.260	23048	0.61
12.262	24568	0.65
12.263	26431	0.70
12.265	24543	0.65
12.267	25604	0.67
12.268	27641	0.73
12.270	27282	0.72
12.272	25945	0.68
12.273	26034	0.68
12.275	25688	0.68
12.277	24907	0.66
12.278	25018	0.66
12.280	24569	0.65
12.282	25022	0.66
12.283	24863	0.65
12.285	23169	0.61
12.287	22744	0.60
12.288	23593	0.62
12.290	24950	0.66
12.292	27286	0.72
12.293	28490	0.75
12.295	27428	0.72
12.297	26726	0.70
12.298	27557	0.72
12.300	26456	0.70
12.302	24898	0.65
12.303	25418	0.67
12.305	26896	0.71
12.307	26069	0.69
12.308	25787	0.68
12.310	26681	0.70
12.312	26767	0.70
12.313	25305	0.67
12.315	23592	0.62
12.317	23891	0.63
12.318	25554	0.67
12.320	25834	0.68
12.322	25285	0.67
12.323	25889	0.68
12.325	27319	0.72
12.327	26920	0.71
12.328	26346	0.69
12.330	26566	0.70
12.332	26890	0.71
12.333	26158	0.69
12.335	24612	0.65
12.337	24514	0.64
12.338	26987	0.71
12.340	28423	0.75
12.342	28104	0.74
12.343	27232	0.72
12.345	27357	0.72
12.347	27506	0.72
12.348	27061	0.71
12.350	25888	0.68
12.352	25525	0.67
12.353	25805	0.68
12.355	25975	0.68
12.357	25641	0.67
12.358	26622	0.70
12.360	26393	0.69
12.362	26459	0.70
12.363	26545	0.70
12.365	26533	0.70
12.367	26372	0.69
12.368	26563	0.70
12.370	25799	0.68
12.372	26009	0.68
12.373	26653	0.70
12.375	25639	0.67
12.377	24903	0.65
12.378	25814	0.68
12.380	26850	0.71
12.382	26410	0.69
12.383	24647	0.65
12.385	24533	0.65
12.387	25860	0.68
12.388	26070	0.69
12.390	26048	0.69
12.392	25290	0.67
12.393	25266	0.66
12.395	27509	0.72
12.397	26554	0.70
12.398	24892	0.65
12.400	24955	0.66
12.402	24398	0.64
12.403	23766	0.63
